gene,count,prevalence,product
rhaR_1,8603,1.0,HTH-type transcriptional activator RhaR
mtlF_1,8603,1.0,Mannitol-specific phosphotransferase enzyme IIA component
pyrG,8603,1.0,CTP synthase
pfkA,8603,1.0,ATP-dependent 6-phosphofructokinase
rpsL,8603,1.0,30S ribosomal protein S12
mltF_1,8603,1.0,Membrane-bound lytic murein transglycosylase F
yccU,8603,1.0,putative protein YccU
pnp_2,8603,1.0,Polyribonucleotide nucleotidyltransferase
aroF,8603,1.0,Phospho-2-dehydro-3-deoxyheptonate aldolase
pepT_1,8603,1.0,Peptidase T
fabZ_2,8603,1.0,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
rplT,8603,1.0,50S ribosomal protein L20
mtlF_2,8603,1.0,Mannitol-specific phosphotransferase enzyme IIA component
spo0J,8603,1.0,Stage 0 sporulation protein J
rbfA,8603,1.0,Ribosome-binding factor A
argR_2,8603,1.0,Arginine repressor
dppE_2,8603,1.0,Dipeptide-binding protein DppE
murQ_1,8603,1.0,N-acetylmuramic acid 6-phosphate etherase
aspB,8603,1.0,Asparagine--oxo-acid transaminase
murA1_1,8603,1.0,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
rhaR_2,8603,1.0,HTH-type transcriptional activator RhaR
niaX,8603,1.0,Niacin transporter NiaX
dppE_7,8603,1.0,Dipeptide-binding protein DppE
ecfT_2,8603,1.0,Energy-coupling factor transporter transmembrane protein EcfT
licC_3,8603,1.0,Lichenan permease IIC component
mhqA_2,8603,1.0,Putative ring-cleaving dioxygenase MhqA
fusA,8603,1.0,Elongation factor G
pucR_2,8603,1.0,Purine catabolism regulatory protein
fabF_2,8603,1.0,3-oxoacyl-[acyl-carrier-protein] synthase 2
ecfT_1,8603,1.0,Energy-coupling factor transporter transmembrane protein EcfT
ptsH,8603,1.0,Phosphocarrier protein HPr
rex_2,8603,1.0,Redox-sensing transcriptional repressor Rex
murD,8603,1.0,UDP-N-acetylmuramoylalanine--D-glutamate ligase
fabF_1,8603,1.0,3-oxoacyl-[acyl-carrier-protein] synthase 2
est,8603,1.0,Carboxylesterase
rpsU,8603,1.0,30S ribosomal protein S21
rcsC_2,8603,1.0,Sensor histidine kinase RcsC
cdd,8603,1.0,Cytidine deaminase
adhE_2,8603,1.0,Aldehyde-alcohol dehydrogenase
menH_2,8603,1.0,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
manZ_6,8603,1.0,PTS system mannose-specific EIID component
glnQ_1,8603,1.0,Glutamine transport ATP-binding protein GlnQ
sorA_1,8603,1.0,PTS system sorbose-specific EIIC component
ruvA,8603,1.0,Holliday junction ATP-dependent DNA helicase RuvA
atpF,8603,1.0,ATP synthase subunit b
gph_1,8603,1.0,Phosphoglycolate phosphatase
dppE_1,8603,1.0,Dipeptide-binding protein DppE
puuR,8603,1.0,HTH-type transcriptional regulator PuuR
pepT_2,8603,1.0,Peptidase T
era,8603,1.0,GTPase Era
ntpG,8603,1.0,V-type sodium ATPase subunit G
ntpB,8603,1.0,V-type sodium ATPase subunit B
ybbH_2,8603,1.0,putative HTH-type transcriptional regulator YbbH
dppE_6,8603,1.0,Dipeptide-binding protein DppE
hpt,8603,1.0,Hypoxanthine-guanine phosphoribosyltransferase
rpsP,8603,1.0,30S ribosomal protein S16
yknY_2,8603,1.0,putative ABC transporter ATP-binding protein YknY
murQ_2,8603,1.0,N-acetylmuramic acid 6-phosphate etherase
mhqA_1,8603,1.0,Putative ring-cleaving dioxygenase MhqA
ctpE_2,8603,1.0,Calcium-transporting ATPase CtpE
aldC,8603,1.0,Alpha-acetolactate decarboxylase
pflA,8603,1.0,Pyruvate formate-lyase-activating enzyme
rplQ,8603,1.0,50S ribosomal protein L17
yhaM,8603,1.0,3'-5' exoribonuclease YhaM
addB,8603,1.0,ATP-dependent helicase/deoxyribonuclease subunit B
alaS,8603,1.0,Alanine--tRNA ligase
tilS,8603,1.0,tRNA(Ile)-lysidine synthase
accB,8603,1.0,Biotin carboxyl carrier protein of acetyl-CoA carboxylase
hmuU,8603,1.0,Hemin transport system permease protein HmuU
rplGA,8603,1.0,putative ribosomal protein YlxQ
ypfD,8603,1.0,30S ribosomal protein S1
rimP,8603,1.0,Ribosome maturation factor RimP
iscS_1,8603,1.0,Cysteine desulfurase IscS
ccpA_1,8603,1.0,Catabolite control protein A
murJ_2,8603,1.0,Lipid II flippase MurJ
ccpN,8603,1.0,Transcriptional repressor CcpN
manX_3,8603,1.0,PTS system mannose-specific EIIAB component
licC_2,8603,1.0,Lichenan permease IIC component
btuD_3,8603,1.0,Vitamin B12 import ATP-binding protein BtuD
tagU_3,8603,1.0,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
arcC1_2,8603,1.0,Carbamate kinase 1
arcC1_1,8603,1.0,Carbamate kinase 1
potB,8603,1.0,Spermidine/putrescine transport system permease protein PotB
ctpE_1,8603,1.0,Calcium-transporting ATPase CtpE
hexs-b,8603,1.0,"Hexaprenyl-diphosphate synthase large subunit ((2E,6E)-farnesyl-diphosphate specific)"
der,8603,1.0,GTPase Der
argR_1,8603,1.0,Arginine repressor
metQ_2,8603,1.0,D-methionine-binding lipoprotein MetQ
pdxK_2,8603,1.0,Pyridoxine kinase
mltF_2,8603,1.0,Membrane-bound lytic murein transglycosylase F
cah,8603,1.0,Carbonic anhydrase
dppE_5,8603,1.0,Dipeptide-binding protein DppE
deoC,8603,1.0,Deoxyribose-phosphate aldolase
phoP_1,8603,1.0,Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
murA1_2,8603,1.0,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
ftsL,8603,1.0,Cell division protein FtsL
aspS,8603,1.0,Aspartate--tRNA ligase
fni,8603,1.0,Isopentenyl-diphosphate delta-isomerase
glmU,8603,1.0,Bifunctional protein GlmU
licC_1,8603,1.0,Lichenan permease IIC component
dinG_2,8603,1.0,3'-5' exonuclease DinG
bglF_3,8603,1.0,PTS system beta-glucoside-specific EIIBCA component
rpsB,8603,1.0,30S ribosomal protein S2
smpB,8603,1.0,SsrA-binding protein
yqeN,8603,1.0,putative protein YqeN
cspLA_1,8603,1.0,Cold shock-like protein CspLA
acpS,8603,1.0,Holo-[acyl-carrier-protein] synthase
manZ_5,8603,1.0,PTS system mannose-specific EIID component
radA,8603,1.0,DNA repair protein RadA
proC_1,8603,1.0,Pyrroline-5-carboxylate reductase
prmC,8603,1.0,Release factor glutamine methyltransferase
yfmL,8603,1.0,putative ATP-dependent RNA helicase YfmL
menH_1,8603,1.0,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
ybeY,8603,1.0,Endoribonuclease YbeY
yacL,8603,1.0,putative PIN and TRAM-domain containing protein YacL
ybbH_1,8603,1.0,putative HTH-type transcriptional regulator YbbH
ypjD,8603,1.0,putative protein YpjD
fabZ_1,8603,1.0,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
fieF,8603,1.0,Ferrous-iron efflux pump FieF
veg,8603,1.0,Protein Veg
glyQ,8603,1.0,Glycine--tRNA ligase alpha subunit
tig,8603,1.0,Trigger factor
pnp_1,8603,1.0,Polyribonucleotide nucleotidyltransferase
xseB,8603,1.0,Exodeoxyribonuclease 7 small subunit
yqeY,8603,1.0,putative protein YqeY
dppE_4,8603,1.0,Dipeptide-binding protein DppE
rnz,8603,1.0,Ribonuclease Z
bglF_2,8603,1.0,PTS system beta-glucoside-specific EIIBCA component
adhE_1,8603,1.0,Aldehyde-alcohol dehydrogenase
rpsT,8603,1.0,30S ribosomal protein S20
tagU_2,8603,1.0,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
spoIIIE,8603,1.0,DNA translocase SpoIIIE
dgaR_3,8603,1.0,Transcriptional regulatory protein DagR
manX_2,8603,1.0,PTS system mannose-specific EIIAB component
uppS,8603,1.0,"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)"
murC,8603,1.0,UDP-N-acetylmuramate--L-alanine ligase
trmD,8603,1.0,tRNA (guanine-N(1)-)-methyltransferase
glnQ_2,8603,1.0,Glutamine transport ATP-binding protein GlnQ
tsf,8603,1.0,Elongation factor Ts
pucR_1,8603,1.0,Purine catabolism regulatory protein
yumC,8603,1.0,Ferredoxin--NADP reductase 2
secG,8603,1.0,putative protein-export membrane protein SecG
rex_1,8603,1.0,Redox-sensing transcriptional repressor Rex
proA,8603,1.0,Gamma-glutamyl phosphate reductase
ywlC,8603,1.0,Threonylcarbamoyl-AMP synthase
fpgS,8603,1.0,Folylpolyglutamate synthase
yknY_1,8603,1.0,putative ABC transporter ATP-binding protein YknY
arcC1_3,8603,1.0,Carbamate kinase 1
tagO,8603,1.0,putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
dppE_3,8603,1.0,Dipeptide-binding protein DppE
btuD_1,8603,1.0,Vitamin B12 import ATP-binding protein BtuD
gph_2,8603,1.0,Phosphoglycolate phosphatase
dgaR_2,8603,1.0,Transcriptional regulatory protein DagR
coaBC_1,8603,1.0,Coenzyme A biosynthesis bifunctional protein CoaBC
bglA_2,8603,1.0,Aryl-phospho-beta-D-glucosidase BglA
manZ_3,8603,1.0,PTS system mannose-specific EIID component
bglF_1,8603,1.0,PTS system beta-glucoside-specific EIIBCA component
pth,8603,1.0,Peptidyl-tRNA hydrolase
dinG_1,8603,1.0,3'-5' exonuclease DinG
sorA_2,8603,1.0,PTS system sorbose-specific EIIC component
bglA_1,8603,1.0,Aryl-phospho-beta-D-glucosidase BglA
ptsI,8602,0.999883761478554,Phosphoenolpyruvate-protein phosphotransferase
ytpP,8602,0.999883761478554,Thioredoxin-like protein YtpP
pyk,8602,0.999883761478554,Pyruvate kinase
dnaK,8602,0.999883761478554,Chaperone protein DnaK
nagR_1,8602,0.999883761478554,HTH-type transcriptional repressor NagR
yutF,8602,0.999883761478554,Acid sugar phosphatase
zur,8602,0.999883761478554,Zinc-specific metallo-regulatory protein
rpmI,8602,0.999883761478554,50S ribosomal protein L35
ybhL,8602,0.999883761478554,Inner membrane protein YbhL
zapA,8602,0.999883761478554,Cell division protein ZapA
darA,8602,0.999883761478554,Cyclic di-AMP receptor A
pflB,8602,0.999883761478554,Formate acetyltransferase
rsmG,8602,0.999883761478554,Ribosomal RNA small subunit methyltransferase G
yqeH,8602,0.999883761478554,putative protein YqeH
asnS,8602,0.999883761478554,Asparagine--tRNA ligase
rpsM,8602,0.999883761478554,30S ribosomal protein S13
cydB,8602,0.999883761478554,Cytochrome bd-I ubiquinol oxidase subunit 2
dapH_1,8602,0.999883761478554,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
yuaF,8602,0.999883761478554,putative membrane protein YuaF
mntH_2,8602,0.999883761478554,Divalent metal cation transporter MntH
rnj,8602,0.999883761478554,Ribonuclease J
pstS1_2,8602,0.999883761478554,Phosphate-binding protein PstS 1
rpsD,8602,0.999883761478554,30S ribosomal protein S4
whiA,8602,0.999883761478554,putative cell division protein WhiA
rpmE2,8602,0.999883761478554,50S ribosomal protein L31 type B
glnQ_3,8602,0.999883761478554,Glutamine transport ATP-binding protein GlnQ
hslV,8602,0.999883761478554,ATP-dependent protease subunit HslV
ezrA,8602,0.999883761478554,Septation ring formation regulator EzrA
eis_2,8602,0.999883761478554,N-acetyltransferase Eis
sigA,8602,0.999883761478554,RNA polymerase sigma factor SigA
hpf,8602,0.999883761478554,Ribosome hibernation promotion factor
grpE,8602,0.999883761478554,Protein GrpE
rimM,8602,0.999883761478554,Ribosome maturation factor RimM
ileS,8602,0.999883761478554,Isoleucine--tRNA ligase
ysdC_1,8602,0.999883761478554,Putative aminopeptidase YsdC
atpA,8602,0.999883761478554,ATP synthase subunit alpha
tsaD,8602,0.999883761478554,tRNA N6-adenosine threonylcarbamoyltransferase
atpE_2,8602,0.999883761478554,V-type proton ATPase subunit E
mvaS,8602,0.999883761478554,Hydroxymethylglutaryl-CoA synthase
rplK,8602,0.999883761478554,50S ribosomal protein L11
fhs1,8602,0.999883761478554,Formate--tetrahydrofolate ligase 1
ctpA,8602,0.999883761478554,Carboxy-terminal processing protease CtpA
iscU,8602,0.999883761478554,Iron-sulfur cluster assembly scaffold protein IscU
efp,8602,0.999883761478554,Elongation factor P
ntpD,8602,0.999883761478554,V-type sodium ATPase subunit D
rpoE,8602,0.999883761478554,DNA-directed RNA polymerase subunit delta
pstS1_1,8602,0.999883761478554,Phosphate-binding protein PstS 1
fruA_2,8602,0.999883761478554,PTS system fructose-specific EIIABC component
ysdC_2,8602,0.999883761478554,Putative aminopeptidase YsdC
rplL,8602,0.999883761478554,50S ribosomal protein L7/L12
acyP,8602,0.999883761478554,Acylphosphatase
dnaD,8602,0.999883761478554,DNA replication protein DnaD
ktrA,8602,0.999883761478554,Ktr system potassium uptake protein A
pstB3_1,8602,0.999883761478554,Phosphate import ATP-binding protein PstB 3
pycA,8602,0.999883761478554,Pyruvate carboxylase
cggR,8602,0.999883761478554,Central glycolytic genes regulator
pgcA,8602,0.999883761478554,Phosphoglucomutase
rplA,8602,0.999883761478554,50S ribosomal protein L1
pyrR,8602,0.999883761478554,Bifunctional protein pyrR
rplI,8602,0.999883761478554,50S ribosomal protein L9
fba,8602,0.999883761478554,Fructose-bisphosphate aldolase
ffh,8602,0.999883761478554,Signal recognition particle protein
argS,8602,0.999883761478554,Arginine--tRNA ligase
yabA,8602,0.999883761478554,Initiation-control protein YabA
atpG,8602,0.999883761478554,ATP synthase gamma chain
licC_4,8602,0.999883761478554,Lichenan permease IIC component
pstC1,8602,0.999883761478554,Phosphate transport system permease protein PstC 1
yrrK,8602,0.999883761478554,Putative pre-16S rRNA nuclease
pdhB,8602,0.999883761478554,Pyruvate dehydrogenase E1 component subunit beta
dapH_2,8602,0.999883761478554,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
rhaS_1,8602,0.999883761478554,HTH-type transcriptional activator RhaS
rplJ,8602,0.999883761478554,50S ribosomal protein L10
pgk,8602,0.999883761478554,Phosphoglycerate kinase
cynR_1,8602,0.999883761478554,HTH-type transcriptional regulator CynR
plsY,8602,0.999883761478554,Glycerol-3-phosphate acyltransferase
relA,8602,0.999883761478554,GTP pyrophosphokinase
yqfL_2,8602,0.999883761478554,"Putative pyruvate, phosphate dikinase regulatory protein"
yrdA,8602,0.999883761478554,Protein YrdA
rpsG,8602,0.999883761478554,30S ribosomal protein S7
proS,8602,0.999883761478554,Proline--tRNA ligase
recO,8602,0.999883761478554,DNA repair protein RecO
recX,8602,0.999883761478554,Regulatory protein RecX
yibN,8602,0.999883761478554,putative protein YibN
acpA,8602,0.999883761478554,Acyl carrier protein
rmlA,8602,0.999883761478554,Glucose-1-phosphate thymidylyltransferase
atpE_1,8602,0.999883761478554,ATP synthase subunit c
mnmG,8602,0.999883761478554,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
pdhA,8602,0.999883761478554,Pyruvate dehydrogenase E1 component subunit alpha
mntH_1,8602,0.999883761478554,Divalent metal cation transporter MntH
purB,8602,0.999883761478554,Adenylosuccinate lyase
dnaB,8602,0.999883761478554,Replication initiation and membrane attachment protein
nadK,8602,0.999883761478554,NAD kinase
gpsA,8602,0.999883761478554,Glycerol-3-phosphate dehydrogenase [NAD(P)+]
aroK,8602,0.999883761478554,Shikimate kinase
ypdF,8602,0.999883761478554,Aminopeptidase YpdF
cdaA,8602,0.999883761478554,Cyclic di-AMP synthase CdaA
luxS,8602,0.999883761478554,S-ribosylhomocysteine lyase
ptsG_2,8602,0.999883761478554,PTS system glucose-specific EIICBA component
thiI,8602,0.999883761478554,putative tRNA sulfurtransferase
mnmE,8602,0.999883761478554,tRNA modification GTPase MnmE
yqfL_1,8602,0.999883761478554,"Putative pyruvate, phosphate dikinase regulatory protein"
rnhC,8602,0.999883761478554,Ribonuclease HIII
fabI,8602,0.999883761478554,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
secY,8602,0.999883761478554,Protein translocase subunit SecY
eis_1,8602,0.999883761478554,N-acetyltransferase Eis
hisS,8602,0.999883761478554,Histidine--tRNA ligase
rpmG3,8602,0.999883761478554,50S ribosomal protein L33 3
frr,8602,0.999883761478554,Ribosome-recycling factor
tkt,8602,0.999883761478554,Transketolase
nadE,8602,0.999883761478554,NH(3)-dependent NAD(+) synthetase
rhaS_2,8602,0.999883761478554,HTH-type transcriptional activator RhaS
coaA,8602,0.999883761478554,Pantothenate kinase
gmk_1,8602,0.999883761478554,Guanylate kinase
gcdB,8602,0.999883761478554,Glutaconyl-CoA decarboxylase subunit beta
coaE,8602,0.999883761478554,Dephospho-CoA kinase
fruA_1,8602,0.999883761478554,PTS system fructose-specific EIIB'BC component
divIVA,8602,0.999883761478554,Cell division protein DivIVA
cynR_2,8602,0.999883761478554,HTH-type transcriptional regulator CynR
ptsG_1,8602,0.999883761478554,PTS system glucose-specific EIICBA component
alaA,8602,0.999883761478554,Glutamate-pyruvate aminotransferase AlaA
folD,8602,0.999883761478554,Bifunctional protein FolD protein
yjbM,8602,0.999883761478554,GTP pyrophosphokinase YjbM
glyS,8602,0.999883761478554,Glycine--tRNA ligase beta subunit
alr,8602,0.999883761478554,Alanine racemase
queA,8602,0.999883761478554,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
thrS,8602,0.999883761478554,Threonine--tRNA ligase
ftsX,8602,0.999883761478554,Cell division protein FtsX
guaC,8602,0.999883761478554,GMP reductase
psiE,8602,0.999883761478554,Protein PsiE
tagU_4,8602,0.999883761478554,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
coaD,8602,0.999883761478554,Phosphopantetheine adenylyltransferase
nagR_2,8602,0.999883761478554,HTH-type transcriptional repressor NagR
pstB3_2,8602,0.999883761478554,Phosphate import ATP-binding protein PstB 3
gmk_2,8602,0.999883761478554,Guanylate kinase
rplU,8602,0.999883761478554,50S ribosomal protein L21
engB,8602,0.999883761478554,putative GTP-binding protein EngB
aroD,8601,0.999767522957108,3-dehydroquinate dehydratase
norG,8601,0.999767522957108,HTH-type transcriptional regulator NorG
uvrC_1,8601,0.999767522957108,UvrABC system protein C
rpsE,8601,0.999767522957108,30S ribosomal protein S5
cydA,8601,0.999767522957108,Cytochrome bd ubiquinol oxidase subunit 1
araR,8601,0.999767522957108,Arabinose metabolism transcriptional repressor
ykoD_2,8601,0.999767522957108,Putative HMP/thiamine import ATP-binding protein YkoD
priA,8601,0.999767522957108,Primosomal protein N'
rsmH,8601,0.999767522957108,Ribosomal RNA small subunit methyltransferase H
ykuT,8601,0.999767522957108,putative MscS family protein YkuT
wbbL,8601,0.999767522957108,N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
rnpA,8601,0.999767522957108,Ribonuclease P protein component
sbcD,8601,0.999767522957108,Nuclease SbcCD subunit D
bioY2,8601,0.999767522957108,Biotin transporter BioY2
cmk,8601,0.999767522957108,Cytidylate kinase
atpH,8601,0.999767522957108,ATP synthase subunit delta
pgpH,8601,0.999767522957108,Cyclic-di-AMP phosphodiesterase PgpH
rbgA,8601,0.999767522957108,Ribosome biogenesis GTPase A
rph,8601,0.999767522957108,Ribonuclease PH
ykoE,8601,0.999767522957108,Putative HMP/thiamine permease protein YkoE
pyrK,8601,0.999767522957108,"Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit"
feuB,8601,0.999767522957108,Iron-uptake system permease protein FeuB
tmpC_2,8601,0.999767522957108,Membrane lipoprotein TmpC
eno,8601,0.999767522957108,Enolase
sepF,8601,0.999767522957108,Cell division protein SepF
cydD,8601,0.999767522957108,ATP-binding/permease protein CydD
yhaN,8601,0.999767522957108,putative protein YhaN
dtd,8601,0.999767522957108,D-aminoacyl-tRNA deacylase
ydcV_2,8601,0.999767522957108,Inner membrane ABC transporter permease protein YdcV
yvcJ,8601,0.999767522957108,Nucleotide-binding protein YvcJ
pgl,8601,0.999767522957108,6-phosphogluconolactonase
gnd,8601,0.999767522957108,"6-phosphogluconate dehydrogenase, decarboxylating"
rnc,8601,0.999767522957108,Ribonuclease 3
eutQ,8601,0.999767522957108,Ethanolamine utilization protein EutQ
rplB,8601,0.999767522957108,50S ribosomal protein L2
perR,8601,0.999767522957108,Peroxide operon regulator
prsA,8601,0.999767522957108,Foldase protein PrsA
cshA,8601,0.999767522957108,ATP-dependent RNA helicase CshA
rplR,8601,0.999767522957108,50S ribosomal protein L18
ykoD_1,8601,0.999767522957108,Putative HMP/thiamine import ATP-binding protein YkoD
garK,8601,0.999767522957108,Glycerate 2-kinase
murI,8601,0.999767522957108,Glutamate racemase
rsmE,8601,0.999767522957108,Ribosomal RNA small subunit methyltransferase E
metP_2,8601,0.999767522957108,Methionine import system permease protein MetP
divIB,8601,0.999767522957108,Cell division protein DivIB
groS,8601,0.999767522957108,10 kDa chaperonin
pyrE,8601,0.999767522957108,Orotate phosphoribosyltransferase
metP_1,8601,0.999767522957108,Methionine import system permease protein MetP
hprK,8601,0.999767522957108,HPr kinase/phosphorylase
hcxA_2,8601,0.999767522957108,Hydroxycarboxylate dehydrogenase A
hmpT,8601,0.999767522957108,Thiamine precursor transporter HmpT
rny,8601,0.999767522957108,Ribonuclease Y
rplO,8601,0.999767522957108,50S ribosomal protein L15
rpmGA_1,8601,0.999767522957108,50S ribosomal protein L33 1
ftsW_2,8601,0.999767522957108,putative peptidoglycan glycosyltransferase FtsW
rfbC,8601,0.999767522957108,"dTDP-4-dehydrorhamnose 3,5-epimerase"
cca,8601,0.999767522957108,CCA-adding enzyme
mrnC,8601,0.999767522957108,Mini-ribonuclease 3
recG,8601,0.999767522957108,ATP-dependent DNA helicase RecG
yfkJ,8601,0.999767522957108,Low molecular weight protein-tyrosine-phosphatase YfkJ
gyrA,8601,0.999767522957108,DNA gyrase subunit A
ntpC,8601,0.999767522957108,V-type sodium ATPase subunit C
citD,8601,0.999767522957108,Citrate lyase acyl carrier protein
thiM,8601,0.999767522957108,Hydroxyethylthiazole kinase
lrgA,8601,0.999767522957108,Antiholin-like protein LrgA
valS,8601,0.999767522957108,Valine--tRNA ligase
rpiA,8601,0.999767522957108,Ribose-5-phosphate isomerase A
ftsW_1,8601,0.999767522957108,putative peptidoglycan glycosyltransferase FtsW
msrC,8601,0.999767522957108,Free methionine-R-sulfoxide reductase
atpC,8601,0.999767522957108,ATP synthase epsilon chain
xseA,8601,0.999767522957108,Exodeoxyribonuclease 7 large subunit
pfkB,8601,0.999767522957108,ATP-dependent 6-phosphofructokinase isozyme 2
ftsY,8601,0.999767522957108,Signal recognition particle receptor FtsY
nrnA,8601,0.999767522957108,putative bifunctional oligoribonuclease and PAP phosphatase NrnA
atpD,8601,0.999767522957108,ATP synthase subunit beta
atpB,8601,0.999767522957108,ATP synthase subunit a
tsaB,8601,0.999767522957108,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
rplY,8601,0.999767522957108,50S ribosomal protein L25
purA,8601,0.999767522957108,Adenylosuccinate synthetase
citE,8601,0.999767522957108,Citrate lyase subunit beta
rpmB,8601,0.999767522957108,50S ribosomal protein L28
opuCD,8601,0.999767522957108,Glycine betaine/carnitine/choline transport system permease protein OpuCD
uvrC_2,8601,0.999767522957108,UvrABC system protein C
yvbK,8601,0.999767522957108,putative N-acetyltransferase YvbK
gluP,8601,0.999767522957108,Rhomboid protease GluP
tuf,8601,0.999767522957108,Elongation factor Tu
rpsK,8601,0.999767522957108,30S ribosomal protein S11
cvfB,8601,0.999767522957108,Conserved virulence factor B
pdtaR,8601,0.999767522957108,putative transcriptional regulatory protein pdtaR
citX,8601,0.999767522957108,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
citC,8601,0.999767522957108,[Citrate [pro-3S]-lyase] ligase
rmlB,8601,0.999767522957108,"dTDP-glucose 4,6-dehydratase"
thiT,8601,0.999767522957108,Thiamine transporter ThiT
