gene,gene_type,n_sequences,alignment_length,variable_sites,variation_rate_percent,codon_variable_sites,codon_syn_sites,codon_nonsyn_sites,syn_fraction,nonsyn_fraction,pN_pS_site,npN_pS,nonsyn_syn_ratio,normalized_selection,selection_category
sipT,core,8598,537,120,22.3463687150838,94,53,41,0.5638297872340425,0.43617021276595747,0.7735849056603774,0.309433962264151,0.7735849056603774,0.309433962264151,Moderate purifying
ptsI,core,8602,1836,256,13.943355119825709,204,101,103,0.4950980392156863,0.5049019607843137,1.0198019801980198,0.40792079207920795,1.0198019801980198,0.40792079207920795,Moderate purifying
cshB,core,8599,1440,357,24.791666666666668,241,101,140,0.4190871369294606,0.5809128630705395,1.386138613861386,0.5544554455445544,1.386138613861386,0.5544554455445544,Moderate purifying
bdhA_2,core,8383,1451,907,62.50861474844934,381,32,349,0.08398950131233596,0.916010498687664,10.90625,4.3625,10.90625,4.3625,Relaxed/positive
fabF_2,core,8603,1347,825,61.24721603563474,382,70,312,0.18324607329842932,0.8167539267015707,4.457142857142857,1.782857142857143,4.457142857142857,1.782857142857143,Relaxed/positive
rhaS_3,core,8381,1927,1432,74.31240269849508,490,11,479,0.022448979591836733,0.9775510204081632,43.54545454545455,17.418181818181818,43.54545454545455,17.418181818181818,Relaxed/positive
dcuD,core,8407,1464,303,20.69672131147541,228,82,146,0.35964912280701755,0.6403508771929824,1.7804878048780488,0.7121951219512195,1.7804878048780488,0.7121951219512195,Near neutral
steT,core,8593,1568,304,19.387755102040817,232,107,125,0.46120689655172414,0.5387931034482759,1.1682242990654206,0.4672897196261682,1.1682242990654206,0.4672897196261682,Moderate purifying
yfnB_2,core,8592,828,494,59.66183574879227,226,14,212,0.061946902654867256,0.9380530973451328,15.142857142857142,6.057142857142857,15.142857142857142,6.057142857142857,Relaxed/positive
yodC_2,core,8451,809,543,67.11990111248454,209,8,201,0.03827751196172249,0.9617224880382775,25.125,10.05,25.125,10.05,Relaxed/positive
cysQ,core,8554,783,167,21.328224776500637,126,48,78,0.38095238095238093,0.6190476190476191,1.625,0.65,1.625,0.65,Moderate purifying
def1,core,8600,496,92,18.548387096774192,62,21,41,0.3387096774193548,0.6612903225806451,1.9523809523809523,0.780952380952381,1.9523809523809523,0.780952380952381,Near neutral
ecfA1,core,8596,840,137,16.30952380952381,108,43,65,0.39814814814814814,0.6018518518518519,1.5116279069767442,0.6046511627906976,1.5116279069767442,0.6046511627906976,Moderate purifying
gatD,core,8603,693,106,15.295815295815295,91,60,31,0.6593406593406593,0.34065934065934067,0.5166666666666667,0.2066666666666667,0.5166666666666667,0.2066666666666667,Strong purifying
rplR,core,8601,357,22,6.162464985994398,20,9,11,0.45,0.55,1.2222222222222223,0.48888888888888893,1.2222222222222223,0.48888888888888893,Moderate purifying
trxB,core,8591,960,182,18.958333333333332,153,71,82,0.46405228758169936,0.5359477124183006,1.1549295774647887,0.4619718309859155,1.1549295774647887,0.4619718309859155,Moderate purifying
rex_2,core,8603,668,334,50.0,179,44,135,0.24581005586592178,0.7541899441340782,3.0681818181818183,1.2272727272727273,3.0681818181818183,1.2272727272727273,Near neutral
infC,core,8603,522,46,8.812260536398467,44,21,23,0.4772727272727273,0.5227272727272727,1.0952380952380953,0.43809523809523815,1.0952380952380953,0.43809523809523815,Moderate purifying
pgi,core,8592,1352,220,16.272189349112427,178,79,99,0.4438202247191011,0.5561797752808989,1.2531645569620253,0.5012658227848101,1.2531645569620253,0.5012658227848101,Moderate purifying
btuD_2,core,8603,4304,3388,78.71747211895911,1179,22,1157,0.018659881255301103,0.981340118744699,52.59090909090909,21.03636363636364,52.59090909090909,21.03636363636364,Relaxed/positive
pyrE,core,8601,685,141,20.583941605839414,108,43,65,0.39814814814814814,0.6018518518518519,1.5116279069767442,0.6046511627906976,1.5116279069767442,0.6046511627906976,Moderate purifying
rimP,core,8603,474,65,13.71308016877637,56,24,32,0.42857142857142855,0.5714285714285714,1.3333333333333333,0.5333333333333333,1.3333333333333333,0.5333333333333333,Moderate purifying
obg,core,8600,1317,249,18.906605922551254,206,106,100,0.5145631067961165,0.4854368932038835,0.9433962264150944,0.37735849056603776,0.9433962264150944,0.37735849056603776,Moderate purifying
yclP,core,8578,756,158,20.8994708994709,125,57,68,0.456,0.544,1.1929824561403508,0.47719298245614034,1.1929824561403508,0.47719298245614034,Moderate purifying
yehR,core,8446,467,109,23.340471092077088,83,23,60,0.27710843373493976,0.7228915662650602,2.608695652173913,1.0434782608695652,2.608695652173913,1.0434782608695652,Near neutral
rpsC,core,8599,673,62,9.212481426448738,55,36,19,0.6545454545454545,0.34545454545454546,0.5277777777777778,0.2111111111111111,0.5277777777777778,0.2111111111111111,Strong purifying
era,core,8603,906,140,15.45253863134658,120,63,57,0.525,0.475,0.9047619047619048,0.3619047619047619,0.9047619047619048,0.3619047619047619,Moderate purifying
mapZ,core,8596,2659,608,22.865738999623918,427,111,316,0.25995316159250587,0.7400468384074942,2.8468468468468466,1.1387387387387387,2.8468468468468466,1.1387387387387387,Near neutral
miaA,core,8597,930,221,23.763440860215056,163,61,102,0.37423312883435583,0.6257668711656442,1.6721311475409837,0.6688524590163935,1.6721311475409837,0.6688524590163935,Moderate purifying
mhqA_2,core,8603,1095,826,75.43378995433791,327,7,320,0.021406727828746176,0.9785932721712538,45.714285714285715,18.285714285714285,45.714285714285715,18.285714285714285,Relaxed/positive
clpY,core,8596,1409,265,18.80766501064585,220,113,107,0.5136363636363637,0.4863636363636364,0.9469026548672567,0.3787610619469027,0.9469026548672567,0.3787610619469027,Moderate purifying
coaE,core,8602,633,147,23.22274881516588,115,44,71,0.3826086956521739,0.6173913043478261,1.6136363636363635,0.6454545454545454,1.6136363636363635,0.6454545454545454,Moderate purifying
nusB,core,8603,453,73,16.114790286975715,51,22,29,0.43137254901960786,0.5686274509803921,1.3181818181818181,0.5272727272727272,1.3181818181818181,0.5272727272727272,Moderate purifying
citX,core,8601,552,189,34.23913043478261,121,53,68,0.4380165289256198,0.5619834710743802,1.2830188679245282,0.5132075471698113,1.2830188679245282,0.5132075471698113,Moderate purifying
nadE,core,8602,846,166,19.62174940898345,126,45,81,0.35714285714285715,0.6428571428571429,1.8,0.72,1.8,0.72,Near neutral
bepA,core,8485,1266,260,20.537124802527646,201,80,121,0.39800995024875624,0.6019900497512438,1.5125,0.605,1.5125,0.605,Moderate purifying
darA,core,8602,330,39,11.818181818181818,36,26,10,0.7222222222222222,0.2777777777777778,0.38461538461538464,0.15384615384615385,0.38461538461538464,0.15384615384615385,Strong purifying
fbp,core,8595,1928,380,19.70954356846473,295,143,152,0.4847457627118644,0.5152542372881356,1.062937062937063,0.4251748251748252,1.062937062937063,0.4251748251748252,Moderate purifying
radA,core,8603,1371,198,14.442013129102845,169,94,75,0.5562130177514792,0.4437869822485207,0.7978723404255319,0.3191489361702128,0.7978723404255319,0.3191489361702128,Moderate purifying
glcR_1,core,8286,884,747,84.50226244343891,265,7,258,0.026415094339622643,0.9735849056603774,36.857142857142854,14.742857142857142,36.857142857142854,14.742857142857142,Relaxed/positive
rpmI,core,8602,201,14,6.965174129353234,13,6,7,0.46153846153846156,0.5384615384615384,1.1666666666666667,0.4666666666666667,1.1666666666666667,0.4666666666666667,Moderate purifying
murD,core,8603,1371,306,22.319474835886215,231,89,142,0.3852813852813853,0.6147186147186147,1.595505617977528,0.6382022471910112,1.595505617977528,0.6382022471910112,Moderate purifying
nagR_1,core,8602,1067,770,72.16494845360825,273,6,267,0.02197802197802198,0.978021978021978,44.5,17.8,44.5,17.8,Relaxed/positive
galT_1,core,8599,1524,749,49.14698162729659,385,75,310,0.19480519480519481,0.8051948051948052,4.133333333333334,1.6533333333333335,4.133333333333334,1.6533333333333335,Relaxed/positive
ybbH_4,core,8596,1345,947,70.4089219330855,333,8,325,0.024024024024024024,0.975975975975976,40.625,16.25,40.625,16.25,Relaxed/positive
ccpB,core,8348,1016,308,30.314960629921263,192,58,134,0.3020833333333333,0.6979166666666666,2.310344827586207,0.9241379310344827,2.310344827586207,0.9241379310344827,Near neutral
codB,core,8591,1285,315,24.5136186770428,228,75,153,0.32894736842105265,0.6710526315789473,2.04,0.8160000000000001,2.04,0.8160000000000001,Near neutral
pepS,core,8591,1239,265,21.388216303470543,205,86,119,0.4195121951219512,0.5804878048780487,1.3837209302325582,0.5534883720930233,1.3837209302325582,0.5534883720930233,Moderate purifying
menH_1,core,8603,1180,729,61.77966101694915,299,18,281,0.06020066889632107,0.939799331103679,15.61111111111111,6.2444444444444445,15.61111111111111,6.2444444444444445,Relaxed/positive
yidA_2,core,8591,962,623,64.76091476091476,266,23,243,0.08646616541353383,0.9135338345864662,10.565217391304348,4.226086956521739,10.565217391304348,4.226086956521739,Relaxed/positive
asd,core,8495,1068,220,20.59925093632959,174,66,108,0.3793103448275862,0.6206896551724138,1.6363636363636365,0.6545454545454545,1.6363636363636365,0.6545454545454545,Moderate purifying
asD,core,8533,1637,297,18.142944410507024,222,40,182,0.18018018018018017,0.8198198198198198,4.55,1.8199999999999998,4.55,1.8199999999999998,Relaxed/positive
lutC,core,8599,720,163,22.63888888888889,123,43,80,0.34959349593495936,0.6504065040650406,1.8604651162790697,0.7441860465116279,1.8604651162790697,0.7441860465116279,Near neutral
gluP,core,8601,711,108,15.18987341772152,91,37,54,0.4065934065934066,0.5934065934065934,1.4594594594594594,0.5837837837837838,1.4594594594594594,0.5837837837837838,Moderate purifying
rplJ,core,8602,501,80,15.968063872255488,67,32,35,0.47761194029850745,0.5223880597014925,1.09375,0.4375,1.09375,0.4375,Moderate purifying
mhqR,core,8542,432,118,27.314814814814813,81,22,59,0.2716049382716049,0.7283950617283951,2.6818181818181817,1.0727272727272728,2.6818181818181817,1.0727272727272728,Near neutral
dnaE,core,8603,3333,674,20.22202220222022,521,232,289,0.44529750479846447,0.5547024952015355,1.2456896551724137,0.49827586206896546,1.2456896551724137,0.49827586206896546,Moderate purifying
ykoE,core,8601,575,159,27.652173913043477,104,30,74,0.28846153846153844,0.7115384615384616,2.466666666666667,0.9866666666666667,2.466666666666667,0.9866666666666667,Near neutral
nfrA1,core,8564,853,293,34.34935521688159,172,34,138,0.19767441860465115,0.8023255813953488,4.0588235294117645,1.6235294117647059,4.0588235294117645,1.6235294117647059,Relaxed/positive
gldA,core,8584,1141,211,18.492550394390886,162,46,116,0.2839506172839506,0.7160493827160493,2.5217391304347827,1.008695652173913,2.5217391304347827,1.008695652173913,Near neutral
purA,core,8601,1293,163,12.606341840680587,148,93,55,0.6283783783783784,0.3716216216216216,0.5913978494623656,0.23655913978494625,0.5913978494623656,0.23655913978494625,Strong purifying
carB,core,8597,3369,653,19.38260611457406,522,241,281,0.4616858237547893,0.5383141762452107,1.16597510373444,0.46639004149377594,1.16597510373444,0.46639004149377594,Moderate purifying
dhaK,core,8585,984,198,20.121951219512198,157,69,88,0.4394904458598726,0.5605095541401274,1.2753623188405796,0.5101449275362319,1.2753623188405796,0.5101449275362319,Moderate purifying
yfmL,core,8603,1310,275,20.99236641221374,208,49,159,0.23557692307692307,0.7644230769230769,3.2448979591836733,1.2979591836734694,3.2448979591836733,1.2979591836734694,Near neutral
nagB_1,core,8434,789,542,68.69455006337135,218,10,208,0.045871559633027525,0.9541284403669725,20.8,8.32,20.8,8.32,Relaxed/positive
aroF,core,8603,1028,196,19.06614785992218,150,66,84,0.44,0.56,1.2727272727272727,0.509090909090909,1.2727272727272727,0.509090909090909,Moderate purifying
yutF,core,8602,771,172,22.30869001297017,128,52,76,0.40625,0.59375,1.4615384615384615,0.5846153846153845,1.4615384615384615,0.5846153846153845,Moderate purifying
rpsS,core,8599,279,28,10.03584229390681,23,13,10,0.5652173913043478,0.43478260869565216,0.7692307692307693,0.3076923076923077,0.7692307692307693,0.3076923076923077,Moderate purifying
pepC,core,8587,1472,226,15.353260869565217,173,70,103,0.4046242774566474,0.5953757225433526,1.4714285714285715,0.5885714285714286,1.4714285714285715,0.5885714285714286,Moderate purifying
yvbW,core,8569,1356,257,18.952802359882007,203,102,101,0.5024630541871922,0.4975369458128079,0.9901960784313726,0.39607843137254906,0.9901960784313726,0.39607843137254906,Moderate purifying
coaBC_1,core,8603,818,353,43.15403422982885,183,17,166,0.09289617486338798,0.907103825136612,9.764705882352942,3.905882352941177,9.764705882352942,3.905882352941177,Relaxed/positive
nrdD,core,8600,2223,369,16.599190283400812,305,178,127,0.5836065573770491,0.4163934426229508,0.7134831460674157,0.2853932584269663,0.7134831460674157,0.2853932584269663,Strong purifying
yrrK,core,8602,423,78,18.439716312056735,58,34,24,0.5862068965517241,0.41379310344827586,0.7058823529411765,0.2823529411764706,0.7058823529411765,0.2823529411764706,Strong purifying
ykoD_2,core,8601,1979,1640,82.87013643254168,582,31,551,0.05326460481099656,0.9467353951890034,17.774193548387096,7.109677419354838,17.774193548387096,7.109677419354838,Relaxed/positive
pdxK_2,core,8603,871,497,57.06084959816303,243,28,215,0.11522633744855967,0.8847736625514403,7.678571428571429,3.0714285714285716,7.678571428571429,3.0714285714285716,Relaxed/positive
mgsA,core,8600,459,93,20.26143790849673,67,19,48,0.2835820895522388,0.7164179104477612,2.526315789473684,1.0105263157894737,2.526315789473684,1.0105263157894737,Near neutral
mioC,core,8598,459,93,20.26143790849673,62,20,42,0.3225806451612903,0.6774193548387096,2.1,0.8400000000000001,2.1,0.8400000000000001,Near neutral
apbE_1,core,8545,1086,602,55.432780847145494,306,16,290,0.05228758169934641,0.9477124183006536,18.125,7.25,18.125,7.25,Relaxed/positive
ulaF,core,8281,721,153,21.220527045769764,114,31,83,0.2719298245614035,0.7280701754385965,2.6774193548387095,1.0709677419354837,2.6774193548387095,1.0709677419354837,Near neutral
dltD,core,8600,1275,220,17.254901960784313,180,89,91,0.49444444444444446,0.5055555555555555,1.0224719101123596,0.40898876404494383,1.0224719101123596,0.40898876404494383,Moderate purifying
kdgR,core,8597,753,123,16.334661354581673,101,50,51,0.49504950495049505,0.504950495049505,1.02,0.40800000000000003,1.02,0.40800000000000003,Moderate purifying
ccpA_2,core,8603,1365,981,71.86813186813187,369,16,353,0.04336043360433604,0.9566395663956639,22.0625,8.825,22.0625,8.825,Relaxed/positive
uppS,core,8603,816,131,16.05392156862745,112,56,56,0.5,0.5,1.0,0.4,1.0,0.4,Moderate purifying
gap_1,core,8357,1024,432,42.1875,251,63,188,0.250996015936255,0.749003984063745,2.984126984126984,1.1936507936507936,2.984126984126984,1.1936507936507936,Near neutral
ybiT_1,core,8600,2072,1256,60.61776061776062,512,14,498,0.02734375,0.97265625,35.57142857142857,14.228571428571428,35.57142857142857,14.228571428571428,Relaxed/positive
plsY,core,8602,654,120,18.34862385321101,86,39,47,0.45348837209302323,0.5465116279069767,1.205128205128205,0.482051282051282,1.205128205128205,0.482051282051282,Moderate purifying
tenA,core,8597,703,203,28.87624466571835,133,31,102,0.23308270676691728,0.7669172932330827,3.2903225806451615,1.3161290322580645,3.2903225806451615,1.3161290322580645,Relaxed/positive
murT,core,8603,1362,251,18.4287812041116,196,84,112,0.42857142857142855,0.5714285714285714,1.3333333333333333,0.5333333333333333,1.3333333333333333,0.5333333333333333,Moderate purifying
parE,core,8598,2085,396,18.992805755395683,320,188,132,0.5875,0.4125,0.7021276595744681,0.28085106382978725,0.7021276595744681,0.28085106382978725,Strong purifying
pbpF,core,8598,2187,391,17.878372199359855,327,189,138,0.5779816513761468,0.42201834862385323,0.7301587301587301,0.292063492063492,0.7301587301587301,0.292063492063492,Strong purifying
manZ_3,core,8603,1296,960,74.07407407407408,327,8,319,0.024464831804281346,0.9755351681957186,39.875,15.95,39.875,15.95,Relaxed/positive
metQ_2,core,8603,1041,613,58.88568683957733,273,25,248,0.09157509157509157,0.9084249084249084,9.92,3.968,9.92,3.968,Relaxed/positive
scpB,core,8603,648,106,16.358024691358025,85,38,47,0.4470588235294118,0.5529411764705883,1.236842105263158,0.4947368421052632,1.236842105263158,0.4947368421052632,Moderate purifying
opuCA_1,core,8359,1209,526,43.5070306038048,296,81,215,0.27364864864864863,0.7263513513513513,2.654320987654321,1.0617283950617282,2.654320987654321,1.0617283950617282,Near neutral
selD,core,8273,2035,333,16.363636363636363,213,55,158,0.25821596244131456,0.7417840375586855,2.8727272727272726,1.149090909090909,2.8727272727272726,1.149090909090909,Near neutral
accA,core,8403,789,141,17.870722433460077,117,68,49,0.5811965811965812,0.4188034188034188,0.7205882352941176,0.28823529411764703,0.7205882352941176,0.28823529411764703,Strong purifying
adaB,core,8598,552,100,18.115942028985508,79,24,55,0.3037974683544304,0.6962025316455697,2.2916666666666665,0.9166666666666666,2.2916666666666665,0.9166666666666666,Near neutral
ptcA,core,8569,1020,169,16.56862745098039,136,48,88,0.35294117647058826,0.6470588235294118,1.8333333333333333,0.7333333333333333,1.8333333333333333,0.7333333333333333,Near neutral
atpC,core,8601,420,61,14.523809523809526,52,25,27,0.4807692307692308,0.5192307692307693,1.08,0.43200000000000005,1.08,0.43200000000000005,Moderate purifying
gor,core,8597,1353,262,19.364375461936437,215,109,106,0.5069767441860465,0.4930232558139535,0.9724770642201835,0.3889908256880734,0.9724770642201835,0.3889908256880734,Moderate purifying
bglC_1,core,8586,1589,1168,73.50534927627439,473,58,415,0.1226215644820296,0.8773784355179705,7.155172413793103,2.862068965517241,7.155172413793103,2.862068965517241,Relaxed/positive
yqeY,core,8603,573,89,15.532286212914483,66,11,55,0.16666666666666666,0.8333333333333334,5.0,2.0,5.0,2.0,Relaxed/positive
srrA_1,core,8525,873,709,81.21420389461626,262,12,250,0.04580152671755725,0.9541984732824428,20.833333333333332,8.333333333333332,20.833333333333332,8.333333333333332,Relaxed/positive
recN,core,8580,1687,317,18.790752815649082,249,124,125,0.4979919678714859,0.5020080321285141,1.0080645161290323,0.4032258064516129,1.0080645161290323,0.4032258064516129,Moderate purifying
trmFO,core,8598,1308,262,20.03058103975535,211,104,107,0.4928909952606635,0.5071090047393365,1.0288461538461537,0.4115384615384615,1.0288461538461537,0.4115384615384615,Moderate purifying
mntH_2,core,8602,1670,929,55.628742514970064,476,156,320,0.3277310924369748,0.6722689075630253,2.051282051282051,0.8205128205128205,2.051282051282051,0.8205128205128205,Near neutral
ctpA,core,8602,1473,330,22.403258655804482,253,77,176,0.30434782608695654,0.6956521739130435,2.2857142857142856,0.9142857142857143,2.2857142857142856,0.9142857142857143,Near neutral
phoP_2,core,8603,788,571,72.46192893401016,237,18,219,0.0759493670886076,0.9240506329113924,12.166666666666666,4.866666666666666,12.166666666666666,4.866666666666666,Relaxed/positive
purQ,core,8592,678,160,23.59882005899705,123,48,75,0.3902439024390244,0.6097560975609756,1.5625,0.625,1.5625,0.625,Moderate purifying
ldh_1,core,8449,1007,484,48.0635551142006,254,26,228,0.10236220472440945,0.8976377952755905,8.76923076923077,3.507692307692308,8.76923076923077,3.507692307692308,Relaxed/positive
rpmGA_2,core,8601,150,95,63.33333333333333,43,11,32,0.2558139534883721,0.7441860465116279,2.909090909090909,1.1636363636363636,2.909090909090909,1.1636363636363636,Near neutral
clsA_2,core,8411,1652,1084,65.61743341404357,473,73,400,0.1543340380549683,0.8456659619450317,5.47945205479452,2.191780821917808,5.47945205479452,2.191780821917808,Relaxed/positive
glpQ,core,8505,951,224,23.55415352260778,150,31,119,0.20666666666666667,0.7933333333333333,3.838709677419355,1.535483870967742,3.838709677419355,1.535483870967742,Relaxed/positive
