position,n_variants,is_variable,syn_changes,nonsyn_changes,total_changes
292,2,True,0,1,1
293,1,False,0,0,0
294,1,False,0,0,0
295,1,False,0,0,0
296,3,True,0,1,1
297,1,False,0,0,0
298,1,False,0,0,0
299,1,False,0,0,0
300,0,False,0,0,0
301,1,False,0,0,0
302,1,False,0,0,0
303,2,True,0,1,1
304,2,True,1,0,1
305,1,False,0,0,0
306,1,False,0,0,0
307,2,True,0,1,1
308,2,True,1,0,1
309,2,True,0,1,1
310,2,True,0,1,1
311,1,False,0,0,0
312,2,True,0,1,1
313,2,True,0,1,1
314,1,False,0,0,0
315,1,False,0,0,0
316,1,False,0,0,0
317,2,True,0,1,1
318,2,True,0,1,1
319,1,False,0,0,0
320,1,False,0,0,0
321,1,False,0,0,0
322,3,True,0,1,1
323,2,True,0,1,1
324,1,False,0,0,0
325,2,True,0,1,1
326,2,True,0,1,1
327,2,True,0,1,1
328,2,True,0,1,1
329,2,True,0,1,1
330,1,False,0,0,0
331,2,True,0,1,1
332,1,False,0,0,0
333,1,False,0,0,0
334,1,False,0,0,0
335,1,False,0,0,0
336,2,True,0,1,1
337,3,True,0,1,1
338,1,False,0,0,0
339,1,False,0,0,0
340,1,False,0,0,0
341,3,True,0,1,1
342,3,True,0,1,1
343,1,False,0,0,0
344,2,True,1,0,1
345,4,True,1,1,2
346,2,True,0,1,1
347,2,True,0,1,1
348,1,False,0,0,0
349,2,True,0,1,1
350,4,True,1,1,2
351,2,True,0,1,1
352,2,True,0,1,1
353,3,True,0,1,1
354,2,True,0,1,1
355,1,False,0,0,0
356,1,False,0,0,0
357,2,True,0,1,1
358,2,True,1,0,1
359,2,True,0,1,1
360,3,True,0,1,1
361,2,True,0,1,1
362,1,False,0,0,0
363,1,False,0,0,0
364,2,True,0,1,1
365,3,True,1,1,2
366,3,True,0,1,1
367,2,True,0,1,1
368,2,True,0,1,1
369,2,True,1,0,1
370,3,True,1,1,2
371,3,True,1,1,2
372,1,False,0,0,0
373,5,True,1,1,2
374,1,False,0,0,0
375,1,False,0,0,0
376,3,True,1,1,2
377,1,False,0,0,0
378,2,True,0,1,1
379,1,False,0,0,0
380,2,True,0,1,1
381,1,False,0,0,0
382,1,False,0,0,0
383,3,True,0,1,1
384,3,True,0,1,1
385,2,True,1,0,1
386,2,True,0,1,1
387,1,False,0,0,0
388,3,True,0,1,1
389,1,False,0,0,0
390,1,False,0,0,0
391,1,False,0,0,0
392,1,False,0,0,0
393,3,True,1,1,2
394,2,True,1,0,1
395,1,False,0,0,0
396,2,True,0,1,1
397,2,True,1,0,1
398,2,True,0,1,1
399,3,True,1,1,2
400,2,True,1,0,1
401,1,False,0,0,0
402,1,False,0,0,0
403,1,False,0,0,0
404,1,False,0,0,0
405,1,False,0,0,0
406,2,True,1,0,1
407,1,False,0,0,0
408,2,True,0,1,1
409,3,True,0,1,1
410,2,True,1,0,1
411,2,True,0,1,1
412,1,False,0,0,0
413,1,False,0,0,0
414,1,False,0,0,0
415,2,True,0,1,1
416,5,True,0,1,1
417,1,False,0,0,0
418,1,False,0,0,0
419,1,False,0,0,0
420,1,False,0,0,0
421,5,True,0,1,1
422,2,True,0,1,1
423,2,True,0,1,1
424,1,False,0,0,0
425,1,False,0,0,0
426,2,True,0,1,1
427,1,False,0,0,0
428,2,True,0,1,1
429,1,False,0,0,0
430,1,False,0,0,0
431,1,False,0,0,0
432,2,True,0,1,1
433,1,False,0,0,0
434,1,False,0,0,0
435,3,True,1,1,2
436,2,True,1,0,1
437,2,True,0,1,1
438,1,False,0,0,0
439,1,False,0,0,0
440,1,False,0,0,0
441,2,True,0,1,1
442,1,False,0,0,0
443,2,True,0,1,1
444,2,True,0,1,1
445,2,True,0,1,1
446,3,True,1,1,2
447,2,True,0,1,1
448,1,False,0,0,0
449,1,False,0,0,0
450,4,True,0,1,1
451,1,False,0,0,0
452,1,False,0,0,0
453,1,False,0,0,0
454,1,False,0,0,0
455,3,True,1,1,2
456,3,True,0,1,1
457,1,False,0,0,0
458,2,True,1,0,1
459,1,False,0,0,0
460,1,False,0,0,0
461,1,False,0,0,0
462,1,False,0,0,0
463,1,False,0,0,0
464,2,True,0,1,1
465,2,True,1,0,1
466,1,False,0,0,0
467,3,True,1,1,2
468,1,False,0,0,0
469,1,False,0,0,0
470,1,False,0,0,0
471,1,False,0,0,0
472,2,True,0,1,1
473,1,False,0,0,0
474,2,True,0,1,1
475,1,False,0,0,0
476,1,False,0,0,0
477,2,True,0,1,1
478,1,False,0,0,0
479,4,True,1,1,2
480,1,False,0,0,0
481,1,False,0,0,0
482,2,True,0,1,1
483,1,False,0,0,0
484,1,False,0,0,0
485,2,True,1,0,1
486,2,True,0,1,1
487,1,False,0,0,0
488,1,False,0,0,0
489,1,False,0,0,0
490,2,True,0,1,1
491,2,True,1,0,1
492,1,False,0,0,0
493,2,True,0,1,1
494,2,True,1,0,1
495,1,False,0,0,0
496,2,True,0,1,1
497,2,True,0,1,1
498,3,True,1,1,2
499,2,True,1,0,1
500,4,True,1,1,2
501,1,False,0,0,0
502,1,False,0,0,0
503,1,False,0,0,0
504,4,True,1,1,2
505,1,False,0,0,0
506,1,False,0,0,0
507,2,True,1,0,1
508,2,True,0,1,1
509,1,False,0,0,0
510,1,False,0,0,0
511,1,False,0,0,0
512,2,True,0,1,1
513,1,False,0,0,0
514,2,True,0,1,1
515,1,False,0,0,0
516,1,False,0,0,0
517,1,False,0,0,0
518,2,True,0,1,1
519,1,False,0,0,0
520,1,False,0,0,0
521,1,False,0,0,0
522,3,True,0,1,1
523,1,False,0,0,0
524,3,True,0,1,1
525,2,True,0,1,1
526,1,False,0,0,0
527,1,False,0,0,0
528,1,False,0,0,0
529,2,True,0,1,1
530,2,True,1,0,1
531,1,False,0,0,0
532,1,False,0,0,0
533,1,False,0,0,0
534,1,False,0,0,0
535,3,True,0,1,1
536,2,True,1,0,1
537,1,False,0,0,0
538,2,True,0,1,1
539,2,True,0,1,1
540,2,True,1,0,1
541,1,False,0,0,0
542,1,False,0,0,0
543,1,False,0,0,0
544,2,True,0,1,1
545,2,True,0,1,1
546,2,True,0,1,1
547,2,True,1,0,1
548,3,True,1,1,2
549,3,True,1,0,1
550,1,False,0,0,0
551,4,True,1,1,2
552,2,True,0,1,1
553,3,True,1,1,2
554,1,False,0,0,0
555,3,True,0,1,1
556,1,False,0,0,0
557,2,True,0,1,1
558,1,False,0,0,0
559,4,True,1,1,2
560,3,True,0,1,1
561,0,False,0,0,0
562,0,False,0,0,0
563,2,True,0,1,1
564,2,True,0,1,1
565,1,False,0,0,0
566,2,True,0,1,1
567,2,True,0,1,1
568,3,True,0,1,1
569,3,True,1,1,2
570,1,False,0,0,0
571,3,True,1,1,2
572,2,True,0,1,1
573,1,False,0,0,0
574,1,False,0,0,0
575,1,False,0,0,0
576,1,False,0,0,0
577,2,True,0,1,1
578,1,False,0,0,0
579,2,True,0,1,1
580,2,True,0,1,1
581,3,True,1,1,2
582,2,True,0,1,1
583,1,False,0,0,0
584,2,True,0,1,1
585,2,True,0,1,1
586,3,True,1,1,2
587,2,True,0,1,1
588,2,True,0,1,1
589,2,True,0,1,1
590,1,False,0,0,0
591,2,True,0,1,1
592,2,True,1,0,1
593,1,False,0,0,0
594,1,False,0,0,0
595,2,True,0,1,1
596,2,True,0,1,1
597,2,True,1,0,1
598,2,True,1,0,1
599,2,True,0,1,1
600,2,True,0,1,1
601,1,False,0,0,0
602,2,True,0,1,1
603,1,False,0,0,0
604,2,True,0,1,1
605,2,True,0,1,1
606,2,True,0,1,1
607,1,False,0,0,0
608,1,False,0,0,0
609,3,True,1,0,1
610,1,False,0,0,0
611,2,True,0,1,1
612,2,True,0,1,1
613,1,False,0,0,0
614,2,True,0,1,1
615,2,True,1,0,1
616,2,True,0,1,1
617,3,True,0,1,1
618,1,False,0,0,0
619,1,False,0,0,0
620,1,False,0,0,0
621,3,True,0,1,1
622,1,False,0,0,0
623,1,False,0,0,0
624,0,False,0,0,0
625,1,False,0,0,0
626,1,False,0,0,0
627,2,True,0,1,1
628,1,False,0,0,0
629,1,False,0,0,0
630,2,True,0,1,1
631,2,True,0,1,1
632,1,False,0,0,0
633,1,False,0,0,0
634,3,True,0,1,1
635,2,True,0,1,1
636,2,True,0,1,1
637,4,True,1,1,2
638,2,True,0,1,1
639,1,False,0,0,0
640,1,False,0,0,0
641,1,False,0,0,0
642,4,True,1,1,2
643,2,True,0,1,1
644,1,False,0,0,0
645,2,True,0,1,1
646,1,False,0,0,0
647,1,False,0,0,0
648,1,False,0,0,0
649,1,False,0,0,0
650,2,True,1,0,1
651,1,False,0,0,0
652,1,False,0,0,0
653,2,True,0,1,1
654,2,True,0,1,1
655,2,True,1,0,1
656,2,True,0,1,1
657,1,False,0,0,0
658,1,False,0,0,0
659,3,True,0,1,1
660,1,False,0,0,0
661,1,False,0,0,0
662,1,False,0,0,0
663,3,True,1,1,2
664,1,False,0,0,0
665,1,False,0,0,0
666,1,False,0,0,0
667,2,True,0,1,1
668,2,True,0,1,1
669,1,False,0,0,0
670,1,False,0,0,0
671,2,True,0,1,1
672,2,True,1,0,1
673,1,False,0,0,0
674,1,False,0,0,0
675,3,True,0,1,1
676,1,False,0,0,0
677,4,True,1,1,2
678,1,False,0,0,0
679,1,False,0,0,0
680,2,True,0,1,1
681,2,True,0,1,1
682,2,True,0,1,1
683,2,True,1,0,1
684,1,False,0,0,0
685,2,True,0,1,1
686,1,False,0,0,0
687,2,True,0,1,1
688,2,True,1,0,1
689,1,False,0,0,0
690,2,True,0,1,1
691,1,False,0,0,0
692,2,True,0,1,1
693,1,False,0,0,0
694,2,True,0,1,1
695,3,True,0,1,1
696,1,False,0,0,0
697,1,False,0,0,0
698,1,False,0,0,0
699,2,True,0,1,1
700,1,False,0,0,0
701,1,False,0,0,0
702,1,False,0,0,0
703,2,True,0,1,1
704,1,False,0,0,0
705,4,True,0,1,1
706,1,False,0,0,0
707,3,True,0,1,1
708,1,False,0,0,0
709,1,False,0,0,0
710,1,False,0,0,0
711,3,True,1,1,2
712,2,True,1,0,1
713,1,False,0,0,0
714,1,False,0,0,0
715,2,True,0,1,1
716,1,False,0,0,0
717,2,True,1,0,1
718,2,True,0,1,1
719,2,True,1,0,1
720,2,True,0,1,1
721,2,True,1,0,1
722,2,True,1,0,1
723,1,False,0,0,0
724,1,False,0,0,0
725,2,True,0,1,1
726,1,False,0,0,0
727,1,False,0,0,0
728,2,True,0,1,1
729,3,True,0,1,1
730,3,True,0,1,1
731,1,False,0,0,0
732,1,False,0,0,0
733,1,False,0,0,0
734,1,False,0,0,0
735,1,False,0,0,0
736,1,False,0,0,0
737,1,False,0,0,0
738,2,True,0,1,1
739,1,False,0,0,0
740,2,True,0,1,1
741,2,True,0,1,1
742,1,False,0,0,0
743,1,False,0,0,0
744,3,True,0,1,1
745,2,True,0,1,1
746,1,False,0,0,0
747,3,True,0,1,1
748,1,False,0,0,0
749,1,False,0,0,0
750,3,True,0,1,1
751,3,True,0,1,1
752,3,True,0,1,1
753,3,True,1,1,2
754,1,False,0,0,0
755,1,False,0,0,0
756,1,False,0,0,0
757,4,True,1,1,2
758,3,True,0,1,1
759,2,True,0,1,1
760,1,False,0,0,0
761,2,True,0,1,1
762,2,True,0,1,1
763,2,True,0,1,1
764,2,True,0,1,1
765,2,True,0,1,1
766,2,True,0,1,1
767,1,False,0,0,0
768,1,False,0,0,0
769,1,False,0,0,0
770,1,False,0,0,0
771,1,False,0,0,0
772,2,True,0,1,1
773,3,True,0,1,1
774,2,True,0,1,1
775,2,True,0,1,1
776,1,False,0,0,0
777,2,True,0,1,1
778,2,True,0,1,1
779,3,True,1,1,2
780,1,False,0,0,0
781,2,True,1,0,1
782,1,False,0,0,0
783,2,True,0,1,1
784,2,True,0,1,1
785,2,True,0,1,1
786,2,True,0,1,1
787,1,False,0,0,0
788,1,False,0,0,0
789,1,False,0,0,0
790,2,True,0,1,1
791,1,False,0,0,0
792,1,False,0,0,0
793,3,True,0,1,1
794,3,True,0,1,1
795,1,False,0,0,0
796,1,False,0,0,0
797,2,True,1,0,1
798,1,False,0,0,0
799,1,False,0,0,0
800,1,False,0,0,0
801,4,True,1,1,2
802,2,True,0,1,1
803,2,True,0,1,1
804,1,False,0,0,0
805,1,False,0,0,0
806,1,False,0,0,0
807,4,True,1,1,2
808,2,True,0,1,1
809,2,True,0,1,1
810,1,False,0,0,0
811,3,True,1,1,2
812,3,True,1,1,2
813,2,True,0,1,1
814,2,True,1,0,1
815,1,False,0,0,0
816,3,True,0,1,1
817,1,False,0,0,0
818,3,True,0,1,1
819,1,False,0,0,0
820,3,True,0,1,1
821,1,False,0,0,0
822,1,False,0,0,0
823,3,True,0,1,1
824,1,False,0,0,0
825,2,True,1,0,1
826,3,True,0,1,1
827,1,False,0,0,0
828,1,False,0,0,0
829,1,False,0,0,0
830,1,False,0,0,0
831,1,False,0,0,0
832,1,False,0,0,0
833,1,False,0,0,0
834,1,False,0,0,0
835,1,False,0,0,0
836,2,True,1,0,1
837,2,True,0,1,1
838,1,False,0,0,0
839,2,True,0,1,1
840,1,False,0,0,0
841,1,False,0,0,0
842,1,False,0,0,0
843,3,True,1,1,2
844,2,True,0,1,1
845,1,False,0,0,0
846,3,True,0,1,1
847,1,False,0,0,0
848,2,True,0,1,1
849,3,True,0,1,1
850,1,False,0,0,0
851,1,False,0,0,0
852,2,True,0,1,1
853,2,True,1,0,1
854,1,False,0,0,0
855,2,True,0,1,1
856,1,False,0,0,0
857,2,True,0,1,1
858,1,False,0,0,0
859,3,True,1,0,1
860,2,True,1,0,1
861,2,True,0,1,1
862,1,False,0,0,0
863,2,True,1,0,1
864,1,False,0,0,0
865,1,False,0,0,0
866,1,False,0,0,0
867,1,False,0,0,0
868,1,False,0,0,0
869,1,False,0,0,0
870,3,True,1,1,2
871,3,True,1,1,2
872,2,True,0,1,1
873,2,True,1,0,1
874,1,False,0,0,0
875,1,False,0,0,0
876,2,True,0,1,1
877,1,False,0,0,0
878,1,False,0,0,0
879,2,True,0,1,1
880,4,True,1,1,2
881,1,False,0,0,0
882,4,True,0,1,1
883,2,True,0,1,1
884,4,True,0,1,1
885,2,True,1,0,1
886,1,False,0,0,0
887,1,False,0,0,0
888,3,True,0,1,1
889,1,False,0,0,0
890,1,False,0,0,0
891,2,True,0,1,1
892,1,False,0,0,0
893,1,False,0,0,0
894,2,True,0,1,1
895,1,False,0,0,0
896,2,True,0,1,1
897,2,True,0,1,1
898,1,False,0,0,0
899,3,True,0,1,1
900,1,False,0,0,0
901,3,True,0,1,1
902,1,False,0,0,0
903,1,False,0,0,0
904,2,True,0,1,1
905,1,False,0,0,0
906,2,True,0,1,1
907,2,True,0,1,1
908,3,True,0,1,1
909,2,True,0,1,1
910,1,False,0,0,0
911,1,False,0,0,0
912,1,False,0,0,0
913,2,True,1,0,1
914,3,True,0,1,1
915,1,False,0,0,0
916,3,True,1,0,1
917,2,True,0,1,1
918,3,True,1,1,2
919,1,False,0,0,0
920,3,True,1,1,2
921,1,False,0,0,0
922,1,False,0,0,0
923,3,True,0,1,1
924,1,False,0,0,0
